"trial_type","trial_index","time_elapsed","internal_node_id","prolificPid","studyId","sessionId","userAgent","version","rt","stimulus","key_press","chosenKeyset","failureCount","testIndex","globalVolume","choices","filename","modelName","slowdown","compensation","compensationDescriptor","receiverOrientationType","azimuth","responseAzimuth","responseDelay"
"echo-presentation","108","608867","0.0-108.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a0.wav","spherical","20","10","half","matched","0","10","1724"
"echo-presentation","109","610690","0.0-109.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a20.wav","spherical","20","10","half","matched","20","10","936"
"echo-presentation","110","612395","0.0-110.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-20.wav","spherical","20","10","half","matched","-20","10","844"
"echo-presentation","111","614131","0.0-111.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-10.wav","spherical","20","10","half","matched","-10","10","914"
"echo-presentation","112","615653","0.0-112.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a0.wav","spherical","20","10","half","matched","0","10","771"
"echo-presentation","113","617183","0.0-113.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a10.wav","spherical","20","10","half","matched","10","10","747"
"echo-presentation","114","618806","0.0-114.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a0.wav","spherical","20","10","half","matched","0","10","817"
"echo-presentation","115","620564","0.0-115.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a-10.wav","spherical","20","10","half","matched","-10","10","977"
"block-bookend","116","622515","0.0-116.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","","","","","","","","","",""
"block-bookend","117","629130","0.0-117.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","","","","","","","","","",""
"echo-presentation","118","632514","0.0-118.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a10.wav","spherical","20","10","half","matched","10","-10","1183"
"echo-presentation","119","634146","0.0-119.0","5e328fc0a7365325cc819dae","60242478c74f84097a222710","602425d69c8de90982d6a74b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15","v1-up-stims","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c10_cd-half_matched_a20.wav","spherical","20","10","half","matched","20","-10","747"
